factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_zscore((adj_close - close)/(returns - close), subindustry)"
"group_rank((adj_close - close)/(returns - close), subindustry)"
"group_mean((adj_close - close)/(returns - close), subindustry)"
"group_zscore(-(adj_close - close)/(returns - close), subindustry)"
"group_rank(-(adj_close - close)/(returns - close), subindustry)"
"group_mean(-(adj_close - close)/(returns - close), subindustry)"
"group_zscore((adj_close - close)/(returns - vwap), subindustry)"
"group_rank((adj_close - close)/(returns - vwap), subindustry)"
"group_mean((adj_close - close)/(returns - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(returns - vwap), subindustry)"
"group_rank(-(adj_close - close)/(returns - vwap), subindustry)"
"group_mean(-(adj_close - close)/(returns - vwap), subindustry)"
"group_zscore((adj_close - close)/(returns - adj_close), subindustry)"
"group_rank((adj_close - close)/(returns - adj_close), subindustry)"
"group_mean((adj_close - close)/(returns - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(returns - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(returns - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(returns - adj_close), subindustry)"
"group_zscore((adj_close - close)/(adj_close - open), subindustry)"
"group_rank((adj_close - close)/(adj_close - open), subindustry)"
"group_mean((adj_close - close)/(adj_close - open), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - open), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - open), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - open), subindustry)"
"group_zscore((adj_close - close)/(adj_close - high), subindustry)"
"group_rank((adj_close - close)/(adj_close - high), subindustry)"
"group_mean((adj_close - close)/(adj_close - high), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - high), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - high), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - high), subindustry)"
"group_zscore((adj_close - close)/(adj_close - low), subindustry)"
"group_rank((adj_close - close)/(adj_close - low), subindustry)"
"group_mean((adj_close - close)/(adj_close - low), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - low), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - low), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - low), subindustry)"
"group_zscore((adj_close - close)/(adj_close - close), subindustry)"
"group_rank((adj_close - close)/(adj_close - close), subindustry)"
"group_mean((adj_close - close)/(adj_close - close), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - close), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - close), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - close), subindustry)"
"group_zscore((adj_close - close)/(adj_close - vwap), subindustry)"
"group_rank((adj_close - close)/(adj_close - vwap), subindustry)"
"group_mean((adj_close - close)/(adj_close - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - vwap), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - vwap), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - vwap), subindustry)"
"group_zscore((adj_close - close)/(adj_close - returns), subindustry)"
"group_rank((adj_close - close)/(adj_close - returns), subindustry)"
"group_mean((adj_close - close)/(adj_close - returns), subindustry)"
"group_zscore(-(adj_close - close)/(adj_close - returns), subindustry)"
"group_rank(-(adj_close - close)/(adj_close - returns), subindustry)"
"group_mean(-(adj_close - close)/(adj_close - returns), subindustry)"
"group_zscore((adj_close - vwap)/(open - high), subindustry)"
"group_rank((adj_close - vwap)/(open - high), subindustry)"
"group_mean((adj_close - vwap)/(open - high), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - high), subindustry)"
"group_rank(-(adj_close - vwap)/(open - high), subindustry)"
"group_mean(-(adj_close - vwap)/(open - high), subindustry)"
"group_zscore((adj_close - vwap)/(open - low), subindustry)"
"group_rank((adj_close - vwap)/(open - low), subindustry)"
"group_mean((adj_close - vwap)/(open - low), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - low), subindustry)"
"group_rank(-(adj_close - vwap)/(open - low), subindustry)"
"group_mean(-(adj_close - vwap)/(open - low), subindustry)"
"group_zscore((adj_close - vwap)/(open - close), subindustry)"
"group_rank((adj_close - vwap)/(open - close), subindustry)"
"group_mean((adj_close - vwap)/(open - close), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - close), subindustry)"
"group_rank(-(adj_close - vwap)/(open - close), subindustry)"
"group_mean(-(adj_close - vwap)/(open - close), subindustry)"
"group_zscore((adj_close - vwap)/(open - vwap), subindustry)"
"group_rank((adj_close - vwap)/(open - vwap), subindustry)"
"group_mean((adj_close - vwap)/(open - vwap), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - vwap), subindustry)"
"group_rank(-(adj_close - vwap)/(open - vwap), subindustry)"
"group_mean(-(adj_close - vwap)/(open - vwap), subindustry)"
"group_zscore((adj_close - vwap)/(open - returns), subindustry)"
"group_rank((adj_close - vwap)/(open - returns), subindustry)"
"group_mean((adj_close - vwap)/(open - returns), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - returns), subindustry)"
"group_rank(-(adj_close - vwap)/(open - returns), subindustry)"
"group_mean(-(adj_close - vwap)/(open - returns), subindustry)"
"group_zscore((adj_close - vwap)/(open - adj_close), subindustry)"
"group_rank((adj_close - vwap)/(open - adj_close), subindustry)"
"group_mean((adj_close - vwap)/(open - adj_close), subindustry)"
"group_zscore(-(adj_close - vwap)/(open - adj_close), subindustry)"
"group_rank(-(adj_close - vwap)/(open - adj_close), subindustry)"
"group_mean(-(adj_close - vwap)/(open - adj_close), subindustry)"
"group_zscore((adj_close - vwap)/(high - open), subindustry)"
"group_rank((adj_close - vwap)/(high - open), subindustry)"
"group_mean((adj_close - vwap)/(high - open), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - open), subindustry)"
"group_rank(-(adj_close - vwap)/(high - open), subindustry)"
"group_mean(-(adj_close - vwap)/(high - open), subindustry)"
"group_zscore((adj_close - vwap)/(high - low), subindustry)"
"group_rank((adj_close - vwap)/(high - low), subindustry)"
"group_mean((adj_close - vwap)/(high - low), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - low), subindustry)"
"group_rank(-(adj_close - vwap)/(high - low), subindustry)"
"group_mean(-(adj_close - vwap)/(high - low), subindustry)"
"group_zscore((adj_close - vwap)/(high - close), subindustry)"
"group_rank((adj_close - vwap)/(high - close), subindustry)"
"group_mean((adj_close - vwap)/(high - close), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - close), subindustry)"
"group_rank(-(adj_close - vwap)/(high - close), subindustry)"
"group_mean(-(adj_close - vwap)/(high - close), subindustry)"
"group_zscore((adj_close - vwap)/(high - vwap), subindustry)"
"group_rank((adj_close - vwap)/(high - vwap), subindustry)"
"group_mean((adj_close - vwap)/(high - vwap), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - vwap), subindustry)"
"group_rank(-(adj_close - vwap)/(high - vwap), subindustry)"
"group_mean(-(adj_close - vwap)/(high - vwap), subindustry)"
"group_zscore((adj_close - vwap)/(high - returns), subindustry)"
"group_rank((adj_close - vwap)/(high - returns), subindustry)"
"group_mean((adj_close - vwap)/(high - returns), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - returns), subindustry)"
"group_rank(-(adj_close - vwap)/(high - returns), subindustry)"
"group_mean(-(adj_close - vwap)/(high - returns), subindustry)"
"group_zscore((adj_close - vwap)/(high - adj_close), subindustry)"
"group_rank((adj_close - vwap)/(high - adj_close), subindustry)"
"group_mean((adj_close - vwap)/(high - adj_close), subindustry)"
"group_zscore(-(adj_close - vwap)/(high - adj_close), subindustry)"
"group_rank(-(adj_close - vwap)/(high - adj_close), subindustry)"
"group_mean(-(adj_close - vwap)/(high - adj_close), subindustry)"
"group_zscore((adj_close - vwap)/(low - open), subindustry)"
"group_rank((adj_close - vwap)/(low - open), subindustry)"
"group_mean((adj_close - vwap)/(low - open), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - open), subindustry)"
"group_rank(-(adj_close - vwap)/(low - open), subindustry)"
"group_mean(-(adj_close - vwap)/(low - open), subindustry)"
"group_zscore((adj_close - vwap)/(low - high), subindustry)"
"group_rank((adj_close - vwap)/(low - high), subindustry)"
"group_mean((adj_close - vwap)/(low - high), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - high), subindustry)"
"group_rank(-(adj_close - vwap)/(low - high), subindustry)"
"group_mean(-(adj_close - vwap)/(low - high), subindustry)"
"group_zscore((adj_close - vwap)/(low - close), subindustry)"
"group_rank((adj_close - vwap)/(low - close), subindustry)"
"group_mean((adj_close - vwap)/(low - close), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - close), subindustry)"
"group_rank(-(adj_close - vwap)/(low - close), subindustry)"
"group_mean(-(adj_close - vwap)/(low - close), subindustry)"
"group_zscore((adj_close - vwap)/(low - vwap), subindustry)"
"group_rank((adj_close - vwap)/(low - vwap), subindustry)"
"group_mean((adj_close - vwap)/(low - vwap), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - vwap), subindustry)"
"group_rank(-(adj_close - vwap)/(low - vwap), subindustry)"
"group_mean(-(adj_close - vwap)/(low - vwap), subindustry)"
"group_zscore((adj_close - vwap)/(low - returns), subindustry)"
"group_rank((adj_close - vwap)/(low - returns), subindustry)"
"group_mean((adj_close - vwap)/(low - returns), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - returns), subindustry)"
"group_rank(-(adj_close - vwap)/(low - returns), subindustry)"
"group_mean(-(adj_close - vwap)/(low - returns), subindustry)"
"group_zscore((adj_close - vwap)/(low - adj_close), subindustry)"
"group_rank((adj_close - vwap)/(low - adj_close), subindustry)"
"group_mean((adj_close - vwap)/(low - adj_close), subindustry)"
"group_zscore(-(adj_close - vwap)/(low - adj_close), subindustry)"
"group_rank(-(adj_close - vwap)/(low - adj_close), subindustry)"
"group_mean(-(adj_close - vwap)/(low - adj_close), subindustry)"
"group_zscore((adj_close - vwap)/(close - open), subindustry)"
"group_rank((adj_close - vwap)/(close - open), subindustry)"
"group_mean((adj_close - vwap)/(close - open), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - open), subindustry)"
"group_rank(-(adj_close - vwap)/(close - open), subindustry)"
"group_mean(-(adj_close - vwap)/(close - open), subindustry)"
"group_zscore((adj_close - vwap)/(close - high), subindustry)"
"group_rank((adj_close - vwap)/(close - high), subindustry)"
"group_mean((adj_close - vwap)/(close - high), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - high), subindustry)"
"group_rank(-(adj_close - vwap)/(close - high), subindustry)"
"group_mean(-(adj_close - vwap)/(close - high), subindustry)"
"group_zscore((adj_close - vwap)/(close - low), subindustry)"
"group_rank((adj_close - vwap)/(close - low), subindustry)"
"group_mean((adj_close - vwap)/(close - low), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - low), subindustry)"
"group_rank(-(adj_close - vwap)/(close - low), subindustry)"
"group_mean(-(adj_close - vwap)/(close - low), subindustry)"
"group_zscore((adj_close - vwap)/(close - vwap), subindustry)"
"group_rank((adj_close - vwap)/(close - vwap), subindustry)"
"group_mean((adj_close - vwap)/(close - vwap), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - vwap), subindustry)"
"group_rank(-(adj_close - vwap)/(close - vwap), subindustry)"
"group_mean(-(adj_close - vwap)/(close - vwap), subindustry)"
"group_zscore((adj_close - vwap)/(close - returns), subindustry)"
"group_rank((adj_close - vwap)/(close - returns), subindustry)"
"group_mean((adj_close - vwap)/(close - returns), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - returns), subindustry)"
"group_rank(-(adj_close - vwap)/(close - returns), subindustry)"
"group_mean(-(adj_close - vwap)/(close - returns), subindustry)"
"group_zscore((adj_close - vwap)/(close - adj_close), subindustry)"
"group_rank((adj_close - vwap)/(close - adj_close), subindustry)"
"group_mean((adj_close - vwap)/(close - adj_close), subindustry)"
"group_zscore(-(adj_close - vwap)/(close - adj_close), subindustry)"
"group_rank(-(adj_close - vwap)/(close - adj_close), subindustry)"
"group_mean(-(adj_close - vwap)/(close - adj_close), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - open), subindustry)"
"group_rank((adj_close - vwap)/(vwap - open), subindustry)"
"group_mean((adj_close - vwap)/(vwap - open), subindustry)"
"group_zscore(-(adj_close - vwap)/(vwap - open), subindustry)"
"group_rank(-(adj_close - vwap)/(vwap - open), subindustry)"
"group_mean(-(adj_close - vwap)/(vwap - open), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - high), subindustry)"
"group_rank((adj_close - vwap)/(vwap - high), subindustry)"
"group_mean((adj_close - vwap)/(vwap - high), subindustry)"
"group_zscore(-(adj_close - vwap)/(vwap - high), subindustry)"
"group_rank(-(adj_close - vwap)/(vwap - high), subindustry)"
"group_mean(-(adj_close - vwap)/(vwap - high), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - low), subindustry)"
"group_rank((adj_close - vwap)/(vwap - low), subindustry)"
"group_mean((adj_close - vwap)/(vwap - low), subindustry)"
"group_zscore(-(adj_close - vwap)/(vwap - low), subindustry)"
"group_rank(-(adj_close - vwap)/(vwap - low), subindustry)"
"group_mean(-(adj_close - vwap)/(vwap - low), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - close), subindustry)"
"group_rank((adj_close - vwap)/(vwap - close), subindustry)"
"group_mean((adj_close - vwap)/(vwap - close), subindustry)"
"group_zscore(-(adj_close - vwap)/(vwap - close), subindustry)"
"group_rank(-(adj_close - vwap)/(vwap - close), subindustry)"
"group_mean(-(adj_close - vwap)/(vwap - close), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - returns), subindustry)"
"group_rank((adj_close - vwap)/(vwap - returns), subindustry)"
"group_mean((adj_close - vwap)/(vwap - returns), subindustry)"
"group_zscore(-(adj_close - vwap)/(vwap - returns), subindustry)"
"group_rank(-(adj_close - vwap)/(vwap - returns), subindustry)"
"group_mean(-(adj_close - vwap)/(vwap - returns), subindustry)"
"group_zscore((adj_close - vwap)/(vwap - adj_close), subindustry)"
"group_rank((adj_close - vwap)/(vwap - adj_close), subindustry)"
